Age,Attrition,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,OverTime,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Clusters,Cluster
42,No,Research & Development,9,2,1,Female,1,Laboratory Technician,Single,3673,No,3,12,12,5,8,1,light pink
44,No,Sales,1,5,1,Female,2,Sales Executive,Married,4768,No,3,11,1,0,0,0,beige
30,No,Research & Development,7,3,3,Male,1,Research Scientist,Divorced,1274,No,3,1,1,0,0,1,light pink
57,No,Research & Development,1,2,2,Male,2,Research Scientist,Married,4900,No,4,13,12,2,8,0,beige
49,No,Research & Development,7,4,3,Male,3,Healthcare Representative,Divorced,10466,No,3,29,8,0,7,0,beige
34,No,Research & Development,15,3,2,Male,4,Research Director,Divorced,17007,No,3,16,14,6,9,3,purple
28,Yes,Sales,1,3,1,Male,1,Sales Representative,Married,2909,No,3,5,3,1,2,1,light pink
29,Yes,Sales,13,3,1,Female,2,Sales Executive,Single,5765,No,3,7,5,0,0,1,light pink
34,Yes,Sales,24,4,1,Female,2,Sales Executive,Single,4599,Yes,4,16,15,10,10,2,pink
35,No,Sales,7,1,4,Male,1,Sales Representative,Married,2404,No,3,1,1,0,0,1,light pink
24,Yes,Research & Development,9,3,2,Male,1,Laboratory Technician,Single,3172,Yes,3,4,0,0,0,1,light pink
24,No,Sales,13,2,4,Female,1,Sales Representative,Married,2033,No,3,1,1,0,0,1,light pink
44,No,Research & Development,2,1,2,Male,3,Manufacturing Director,Single,10209,Yes,3,16,2,2,2,0,beige
29,No,Sales,19,3,3,Male,2,Sales Executive,Divorced,8620,No,3,10,10,0,4,2,pink
30,No,Human Resources,1,3,3,Male,1,Human Resources,Divorced,2064,No,4,6,5,1,3,1,light pink
55,No,Research & Development,4,4,4,Male,2,Healthcare Representative,Married,4035,Yes,3,4,3,1,2,0,beige
33,No,Research & Development,4,4,1,Female,1,Laboratory Technician,Married,3838,No,3,8,5,0,2,1,light pink
47,No,Sales,14,3,3,Female,2,Sales Executive,Married,4591,Yes,3,11,5,1,2,0,beige
28,Yes,Research & Development,2,2,3,Male,1,Laboratory Technician,Single,2561,No,3,8,0,0,0,1,light pink
28,No,Research & Development,1,3,1,Male,1,Research Scientist,Divorced,1563,No,3,1,1,0,0,1,light pink
28,No,Sales,7,3,3,Male,2,Sales Executive,Single,4898,No,3,5,4,1,3,1,light pink
49,No,Research & Development,3,2,3,Female,2,Laboratory Technician,Married,4789,No,4,10,3,1,2,0,beige
29,No,Research & Development,2,1,4,Female,1,Laboratory Technician,Married,3180,No,3,4,3,0,2,1,light pink
28,No,Research & Development,29,1,3,Male,2,Manufacturing Director,Married,6549,No,3,8,8,1,7,2,pink
33,No,Research & Development,8,5,4,Male,2,Healthcare Representative,Single,6388,Yes,3,14,0,0,0,1,light pink
32,No,Research & Development,10,3,3,Male,3,Manager,Single,11244,No,4,10,5,0,0,1,light pink
54,No,Research & Development,11,4,2,Female,4,Manager,Divorced,16032,No,4,26,14,1,12,3,purple
29,Yes,Research & Development,1,4,1,Male,1,Research Scientist,Single,2362,No,3,11,9,0,7,1,light pink
44,No,Research & Development,28,3,4,Male,4,Research Director,Married,16328,No,3,24,20,14,17,3,purple
39,No,Research & Development,6,3,2,Female,3,Manufacturing Director,Single,8376,No,3,9,2,2,2,1,light pink
46,No,Sales,3,3,3,Female,4,Manager,Married,16606,No,3,23,13,5,1,3,purple
35,No,Research & Development,16,3,4,Female,3,Healthcare Representative,Single,8606,No,3,11,11,3,3,2,pink
23,No,Research & Development,20,1,1,Male,2,Laboratory Technician,Single,2272,No,3,5,4,1,2,2,pink
40,Yes,Research & Development,9,4,4,Male,1,Laboratory Technician,Single,2018,No,3,15,5,1,0,1,light pink
34,No,Sales,1,3,4,Male,3,Sales Executive,Married,7083,Yes,3,10,10,8,6,1,light pink
31,Yes,Research & Development,3,3,4,Female,1,Research Scientist,Single,4084,No,3,7,7,7,7,1,light pink
50,No,Research & Development,22,5,3,Male,4,Research Director,Single,14411,Yes,3,32,32,13,9,3,purple
34,No,Sales,7,2,2,Male,1,Sales Representative,Married,2308,Yes,4,12,11,5,7,1,light pink
42,No,Research & Development,2,3,3,Male,1,Laboratory Technician,Married,4841,No,3,4,1,0,0,1,light pink
37,No,Research & Development,13,3,1,Male,2,Research Scientist,Married,4285,No,3,10,10,3,7,2,pink
29,No,Research & Development,8,1,3,Female,2,Healthcare Representative,Married,9715,No,3,9,7,0,7,1,light pink
33,No,Research & Development,25,3,4,Male,2,Manufacturing Director,Single,4320,No,3,5,5,0,2,2,pink
45,No,Research & Development,28,3,4,Male,1,Research Scientist,Married,2132,No,4,8,5,0,3,2,pink
42,No,Research & Development,2,3,4,Male,3,Healthcare Representative,Married,10124,Yes,3,24,20,13,9,3,purple
40,No,Sales,9,2,1,Male,2,Sales Executive,Married,5473,No,3,9,8,7,1,1,light pink
33,No,Research & Development,28,4,2,Male,2,Laboratory Technician,Married,5207,Yes,3,15,15,5,7,2,pink
40,No,Human Resources,6,2,3,Male,4,Manager,Single,16437,Yes,4,21,21,7,7,3,purple
24,No,Research & Development,21,2,3,Male,1,Laboratory Technician,Divorced,2296,No,3,2,1,0,0,2,pink
40,No,Research & Development,8,2,4,Male,2,Healthcare Representative,Divorced,4069,Yes,3,8,2,2,2,1,light pink
45,No,Research & Development,1,4,1,Male,3,Healthcare Representative,Divorced,7441,No,3,10,10,7,7,0,beige
35,No,Sales,28,4,2,Female,1,Sales Representative,Married,2430,No,4,6,5,4,2,2,pink
32,No,Research & Development,5,2,4,Female,2,Research Scientist,Married,5878,No,3,12,7,2,5,1,light pink
36,No,Sales,2,4,3,Male,1,Sales Representative,Single,2644,Yes,4,7,3,1,2,1,light pink
48,No,Sales,16,4,3,Female,2,Sales Executive,Divorced,6439,No,3,18,8,7,7,0,beige
29,No,Research & Development,9,3,3,Male,1,Research Scientist,Married,2451,No,3,5,1,0,0,1,light pink
33,No,Sales,8,4,1,Male,2,Sales Executive,Married,6392,No,3,8,2,2,2,1,light pink
30,Yes,Sales,1,3,2,Male,2,Sales Executive,Married,9714,No,3,10,10,6,7,1,light pink
38,No,Human Resources,10,4,3,Male,2,Human Resources,Married,6077,No,3,10,6,1,2,1,light pink
35,No,Research & Development,1,3,4,Male,1,Laboratory Technician,Single,2450,No,3,3,3,1,2,1,light pink
30,No,Sales,29,4,3,Male,3,Sales Executive,Married,9250,No,3,9,4,1,3,2,pink
35,Yes,Research & Development,2,3,1,Female,1,Laboratory Technician,Divorced,2074,Yes,3,1,1,0,0,1,light pink
53,Yes,Research & Development,2,5,3,Female,3,Manufacturing Director,Married,10169,No,3,34,33,1,9,3,purple
38,Yes,Research & Development,2,3,3,Male,2,Manufacturing Director,Married,4855,No,3,7,5,1,4,1,light pink
32,No,Research & Development,1,4,4,Male,2,Research Scientist,Married,4087,No,3,9,6,1,2,1,light pink
48,No,Research & Development,15,4,3,Female,1,Research Scientist,Married,2367,No,3,10,8,7,6,2,pink
34,No,Research & Development,7,4,1,Male,1,Research Scientist,Single,2972,No,3,1,1,0,0,1,light pink
55,No,Sales,26,5,3,Male,5,Manager,Married,19586,No,4,36,36,2,13,3,purple
34,No,Research & Development,1,4,2,Male,2,Research Scientist,Married,5484,No,3,9,2,2,1,1,light pink
26,No,Research & Development,3,3,1,Female,1,Research Scientist,Married,2061,No,4,1,1,0,0,1,light pink
38,No,Sales,14,3,3,Male,2,Sales Executive,Married,9924,No,3,10,9,7,7,2,pink
38,No,Sales,16,3,2,Female,2,Sales Executive,Single,4198,No,3,8,3,1,2,2,pink
36,No,Sales,1,4,2,Female,2,Sales Executive,Single,6815,No,3,15,1,0,0,1,light pink
29,No,Research & Development,3,1,2,Male,1,Laboratory Technician,Single,4723,Yes,3,10,10,1,5,1,light pink
35,No,Research & Development,10,4,1,Female,2,Healthcare Representative,Single,6142,Yes,3,10,5,0,4,1,light pink
39,No,Sales,6,3,4,Male,3,Sales Executive,Married,8237,No,3,11,7,7,6,1,light pink
29,No,Research & Development,2,1,1,Male,2,Healthcare Representative,Divorced,8853,No,3,6,6,1,3,1,light pink
50,No,Sales,9,3,3,Male,5,Manager,Married,19331,Yes,3,27,1,0,0,0,beige
23,No,Research & Development,10,3,4,Male,1,Research Scientist,Married,2073,No,3,4,2,2,2,1,light pink
36,No,Research & Development,6,4,1,Male,2,Laboratory Technician,Married,5562,Yes,3,9,3,0,2,1,light pink
42,No,Research & Development,9,2,4,Male,5,Manager,Single,19613,No,4,24,1,0,1,0,beige
35,No,Research & Development,28,3,2,Male,2,Laboratory Technician,Married,3407,No,3,10,10,6,8,2,pink
34,No,Research & Development,10,4,4,Male,2,Healthcare Representative,Married,5063,No,3,8,8,7,7,1,light pink
40,No,Sales,14,2,4,Female,2,Sales Executive,Married,4639,No,3,5,5,1,2,2,pink
43,No,Research & Development,27,3,4,Male,1,Laboratory Technician,Divorced,4876,No,3,8,6,0,2,2,pink
35,No,Research & Development,7,2,3,Male,1,Laboratory Technician,Married,2690,No,3,1,1,0,1,1,light pink
46,No,Sales,1,4,4,Male,4,Manager,Single,17567,No,3,27,26,0,12,3,purple
28,Yes,Research & Development,24,3,3,Male,1,Laboratory Technician,Married,2408,Yes,3,1,1,0,0,2,pink
22,No,Research & Development,26,2,2,Female,1,Research Scientist,Married,2814,Yes,3,4,4,1,3,2,pink
50,No,Research & Development,20,5,2,Male,4,Healthcare Representative,Married,11245,Yes,3,32,30,12,13,3,purple
32,No,Research & Development,5,4,2,Female,1,Research Scientist,Married,3312,No,3,6,3,0,2,1,light pink
44,No,Research & Development,7,3,2,Female,5,Research Director,Divorced,19049,Yes,3,23,22,1,10,3,purple
30,No,Research & Development,7,3,2,Male,1,Research Scientist,Married,2141,No,3,6,6,1,1,1,light pink
45,No,Research & Development,5,5,3,Female,2,Laboratory Technician,Single,5769,Yes,3,10,10,1,4,0,beige
45,No,Sales,26,3,1,Male,2,Sales Executive,Married,4385,No,3,10,10,4,5,2,pink
31,No,Sales,2,4,4,Male,2,Sales Executive,Single,5332,No,3,10,5,0,3,1,light pink
36,No,Research & Development,12,4,3,Female,2,Manufacturing Director,Married,4663,Yes,3,7,3,1,1,1,light pink
34,No,Research & Development,10,4,3,Male,2,Manufacturing Director,Divorced,4724,No,3,9,9,7,2,1,light pink
49,No,Research & Development,25,4,3,Female,1,Laboratory Technician,Married,3211,No,3,10,9,1,4,2,pink
39,No,Research & Development,10,5,2,Male,2,Manufacturing Director,Married,5377,No,3,10,7,7,7,1,light pink
27,No,Research & Development,19,3,4,Male,1,Laboratory Technician,Divorced,4066,No,3,7,7,0,7,2,pink
35,No,Research & Development,18,5,2,Male,2,Research Scientist,Married,5208,No,3,16,16,1,10,2,pink
28,No,Research & Development,27,3,2,Female,2,Manufacturing Director,Divorced,4877,No,4,6,5,0,0,2,pink
21,No,Research & Development,5,1,3,Male,1,Research Scientist,Single,3117,No,3,3,2,2,2,1,light pink
18,Yes,Sales,3,2,2,Female,1,Sales Representative,Single,1569,Yes,3,0,0,0,0,1,light pink
47,No,Human Resources,26,4,4,Female,5,Manager,Married,19658,No,3,27,5,1,0,0,beige
39,No,Research & Development,3,2,3,Male,2,Laboratory Technician,Divorced,3069,No,3,11,10,0,7,1,light pink
40,No,Research & Development,15,3,1,Female,3,Manufacturing Director,Married,10435,No,3,18,18,14,12,3,purple
35,No,Research & Development,8,4,3,Female,2,Healthcare Representative,Married,4148,No,3,15,14,2,9,1,light pink
37,No,Research & Development,19,3,3,Male,2,Manufacturing Director,Married,5768,No,3,9,4,0,2,2,pink
39,No,Research & Development,4,3,1,Female,2,Manufacturing Director,Single,5042,No,3,10,9,3,8,1,light pink
45,No,Research & Development,2,2,4,Female,2,Manufacturing Director,Divorced,5770,No,3,10,10,3,9,0,beige
38,No,Research & Development,2,2,4,Female,3,Manufacturing Director,Married,7756,Yes,3,10,5,0,2,1,light pink
35,Yes,Sales,10,3,4,Male,3,Sales Executive,Married,10306,No,3,15,13,6,0,1,light pink
37,No,Research & Development,10,3,2,Female,1,Research Scientist,Married,3936,No,3,8,8,7,7,1,light pink
40,No,Research & Development,16,3,3,Female,3,Manufacturing Director,Single,7945,Yes,3,18,4,3,3,2,pink
44,No,Human Resources,1,5,1,Male,2,Human Resources,Married,5743,Yes,3,14,10,0,2,0,beige
48,No,Research & Development,4,5,3,Male,4,Manager,Married,15202,No,4,23,2,2,2,0,beige
35,Yes,Sales,15,2,1,Male,2,Sales Executive,Divorced,5440,Yes,3,7,2,2,2,2,pink
24,No,Research & Development,2,1,1,Female,1,Research Scientist,Single,3760,Yes,3,6,6,1,3,1,light pink
27,No,Research & Development,8,3,2,Female,1,Research Scientist,Married,3517,No,3,5,3,0,2,1,light pink
27,No,Research & Development,2,3,4,Male,1,Research Scientist,Single,2580,No,3,6,4,1,2,1,light pink
40,Yes,Research & Development,7,3,1,Male,1,Laboratory Technician,Single,2166,Yes,3,10,4,0,3,1,light pink
29,No,Sales,10,3,3,Male,2,Sales Executive,Single,5869,No,3,8,5,1,4,1,light pink
36,No,Research & Development,5,4,2,Female,3,Healthcare Representative,Married,8008,No,3,9,3,0,2,1,light pink
25,No,Research & Development,2,1,4,Male,2,Manufacturing Director,Divorced,5206,No,3,7,7,0,7,1,light pink
39,No,Research & Development,12,3,4,Male,2,Manufacturing Director,Married,5295,No,4,7,5,1,0,1,light pink
49,No,Research & Development,22,4,1,Female,4,Research Director,Married,16413,No,3,27,4,1,2,0,beige
50,No,Research & Development,17,5,4,Female,3,Research Director,Divorced,13269,No,3,19,14,1,11,3,purple
20,No,Sales,2,3,3,Female,1,Sales Representative,Single,2783,No,3,2,2,2,2,1,light pink
34,No,Research & Development,3,3,4,Female,2,Research Scientist,Divorced,5433,No,3,11,11,7,9,1,light pink
36,No,Research & Development,7,3,1,Male,1,Laboratory Technician,Single,2013,No,3,15,4,1,3,1,light pink
49,No,Research & Development,6,1,3,Female,4,Healthcare Representative,Married,13966,Yes,3,30,15,2,12,3,purple
36,No,Research & Development,1,4,4,Female,2,Manufacturing Director,Married,4374,No,3,4,3,1,2,1,light pink
36,No,Research & Development,3,2,4,Male,2,Healthcare Representative,Divorced,6842,No,4,13,5,0,4,1,light pink
54,No,Research & Development,22,5,2,Female,4,Manager,Married,17426,No,4,36,10,4,7,3,purple
43,No,Research & Development,15,2,3,Male,4,Research Director,Married,17603,No,4,14,14,6,11,3,purple
35,Yes,Sales,12,4,4,Male,2,Sales Executive,Single,4581,Yes,4,13,11,6,7,1,light pink
38,No,Research & Development,1,3,4,Male,2,Research Scientist,Married,4735,No,3,19,13,2,9,1,light pink
29,No,Sales,5,3,1,Male,2,Sales Executive,Divorced,4187,Yes,3,10,10,0,9,1,light pink
33,No,Sales,2,4,4,Male,2,Sales Executive,Divorced,5505,No,3,6,6,0,4,1,light pink
32,No,Research & Development,2,3,4,Male,2,Research Scientist,Divorced,5470,No,3,10,9,1,6,1,light pink
31,No,Sales,5,4,1,Female,2,Sales Executive,Married,5476,No,3,10,10,0,2,1,light pink
49,No,Research & Development,16,3,4,Female,1,Laboratory Technician,Divorced,2587,Yes,3,17,2,2,2,2,pink
38,No,Research & Development,2,3,4,Female,1,Laboratory Technician,Single,2440,No,4,4,4,3,3,1,light pink
47,No,Sales,2,4,2,Female,4,Manager,Divorced,15972,No,3,29,3,1,2,0,beige
49,No,Research & Development,1,3,3,Male,4,Manager,Single,15379,No,3,23,8,0,0,0,beige
41,No,Sales,23,2,4,Male,3,Sales Executive,Single,7082,Yes,3,21,2,0,2,2,pink
20,No,Sales,9,1,4,Male,1,Sales Representative,Single,2728,No,3,2,2,0,2,1,light pink
33,No,Sales,16,3,3,Female,2,Sales Executive,Divorced,5368,Yes,4,7,6,1,2,2,pink
36,No,Research & Development,26,4,1,Male,2,Healthcare Representative,Married,5347,No,3,10,3,0,2,2,pink
44,No,Human Resources,1,3,3,Female,1,Human Resources,Divorced,3195,Yes,3,8,2,2,2,1,light pink
23,Yes,Research & Development,8,1,4,Male,1,Laboratory Technician,Single,3989,Yes,3,5,5,1,2,1,light pink
38,No,Research & Development,4,2,4,Female,1,Laboratory Technician,Married,3306,No,3,7,0,0,0,1,light pink
53,No,Research & Development,24,4,2,Male,3,Healthcare Representative,Married,7005,No,3,11,4,1,2,2,pink
48,Yes,Sales,7,2,4,Female,1,Sales Representative,Married,2655,Yes,3,19,9,7,7,0,beige
32,Yes,Research & Development,2,4,4,Male,1,Laboratory Technician,Single,1393,No,3,1,1,0,0,1,light pink
26,No,Research & Development,7,3,4,Male,1,Laboratory Technician,Single,2570,No,4,7,7,5,7,1,light pink
55,No,Research & Development,22,3,1,Male,1,Research Scientist,Divorced,3537,No,3,8,4,1,2,2,pink
34,No,Research & Development,5,2,2,Male,2,Laboratory Technician,Married,3986,No,3,15,15,4,13,1,light pink
60,No,Research & Development,1,4,3,Male,3,Healthcare Representative,Divorced,10883,No,4,19,1,0,0,0,beige
33,No,Research & Development,21,3,2,Male,1,Laboratory Technician,Married,2028,No,3,14,14,2,13,2,pink
37,No,Sales,1,4,3,Male,2,Sales Executive,Divorced,9525,No,3,6,6,1,3,1,light pink
34,No,Research & Development,19,3,2,Female,1,Research Scientist,Married,2929,No,3,10,10,8,7,2,pink
23,Yes,Sales,7,3,3,Male,1,Sales Representative,Divorced,2275,Yes,4,3,3,0,2,1,light pink
44,No,Research & Development,2,3,3,Female,3,Healthcare Representative,Married,7879,Yes,3,9,8,6,7,0,beige
35,No,Research & Development,2,4,1,Male,1,Research Scientist,Single,4930,Yes,3,6,5,1,4,1,light pink
43,No,Sales,2,3,4,Male,2,Sales Executive,Married,7847,Yes,3,10,10,8,8,0,beige
24,No,Research & Development,9,3,3,Male,1,Research Scientist,Married,4401,No,3,5,5,0,4,1,light pink
41,No,Sales,6,3,4,Male,3,Sales Executive,Single,9241,No,3,10,10,8,7,0,beige
29,No,Research & Development,9,4,4,Female,1,Laboratory Technician,Married,2974,No,3,9,5,1,2,1,light pink
36,No,Sales,2,4,3,Female,2,Sales Representative,Single,4502,No,3,17,13,6,7,1,light pink
45,No,Research & Development,1,1,3,Male,3,Healthcare Representative,Married,10748,No,4,25,23,14,4,3,purple
24,Yes,Human Resources,22,1,4,Male,1,Human Resources,Married,1555,No,3,1,1,0,0,2,pink
47,Yes,Sales,9,3,3,Male,4,Sales Executive,Married,12936,No,3,25,23,14,10,3,purple
26,No,Research & Development,17,4,4,Male,1,Laboratory Technician,Married,2305,No,3,3,3,0,2,2,pink
45,No,Research & Development,28,2,4,Female,4,Research Director,Single,16704,No,3,21,21,8,6,3,purple
32,No,Research & Development,10,3,1,Male,1,Research Scientist,Married,3433,No,3,10,5,1,3,1,light pink
31,No,Research & Development,2,4,2,Male,1,Laboratory Technician,Married,3477,No,3,6,5,0,3,1,light pink
41,No,Human Resources,4,3,3,Male,2,Human Resources,Married,6430,No,3,10,3,1,2,1,light pink
40,No,Research & Development,8,2,2,Female,2,Manufacturing Director,Married,6516,Yes,3,18,1,0,0,1,light pink
24,No,Research & Development,29,1,2,Male,1,Laboratory Technician,Divorced,3907,No,3,6,6,1,2,2,pink
46,No,Research & Development,13,4,3,Male,2,Healthcare Representative,Single,5562,No,3,19,10,0,9,0,beige
35,No,Research & Development,27,4,4,Male,2,Manufacturing Director,Married,6883,No,3,17,7,0,7,2,pink
30,No,Research & Development,16,1,2,Male,1,Research Scientist,Married,2862,No,3,10,10,0,8,2,pink
47,No,Sales,2,4,3,Male,2,Sales Executive,Married,4978,No,3,4,1,0,0,0,beige
46,No,Sales,2,3,3,Male,3,Sales Executive,Divorced,10368,Yes,3,13,10,0,3,0,beige
36,Yes,Sales,13,5,2,Male,2,Sales Executive,Divorced,6134,Yes,3,16,2,2,2,1,light pink
32,Yes,Sales,1,2,1,Male,2,Sales Executive,Single,6735,No,3,10,0,0,0,1,light pink
23,No,Research & Development,4,1,3,Female,1,Laboratory Technician,Single,3295,No,3,3,3,1,2,1,light pink
31,No,Research & Development,24,1,4,Female,2,Manufacturing Director,Single,5238,No,4,9,5,1,4,2,pink
39,No,Research & Development,1,3,4,Male,2,Laboratory Technician,Married,6472,Yes,3,9,9,5,8,1,light pink
32,No,Sales,19,3,4,Male,3,Sales Executive,Married,9610,No,3,10,4,0,2,2,pink
40,No,Sales,7,4,2,Male,5,Manager,Single,19833,No,3,21,21,12,8,3,purple
45,No,Human Resources,4,3,3,Female,3,Human Resources,Married,9756,No,4,9,5,0,3,0,beige
30,No,Research & Development,2,4,4,Female,1,Research Scientist,Single,4968,No,3,10,9,0,7,1,light pink
24,No,Human Resources,10,3,1,Male,1,Human Resources,Married,2145,No,3,3,2,2,1,1,light pink
30,Yes,Human Resources,8,3,3,Female,1,Human Resources,Divorced,2180,No,3,6,4,1,2,1,light pink
31,No,Sales,5,3,1,Male,2,Sales Executive,Married,8346,No,3,6,5,0,2,1,light pink
27,No,Research & Development,8,3,3,Female,1,Research Scientist,Single,3445,No,3,6,6,1,4,1,light pink
29,Yes,Sales,9,3,2,Female,1,Sales Representative,Single,2760,No,3,2,2,2,2,1,light pink
29,No,Research & Development,1,3,4,Male,2,Healthcare Representative,Single,6294,Yes,3,10,3,0,2,1,light pink
30,No,Sales,15,2,3,Male,3,Sales Executive,Divorced,7140,No,3,12,7,1,7,2,pink
34,No,Research & Development,2,4,4,Male,1,Research Scientist,Married,2932,Yes,3,6,5,1,2,1,light pink
33,No,Sales,2,3,4,Female,2,Sales Executive,Single,5147,No,3,13,11,1,7,1,light pink
49,No,Sales,11,4,4,Female,2,Sales Executive,Single,4507,No,3,8,5,0,4,0,beige
33,Yes,Sales,16,3,1,Female,3,Sales Executive,Single,8564,Yes,4,11,0,0,0,2,pink
38,No,Research & Development,2,2,3,Female,1,Laboratory Technician,Married,2468,No,3,9,6,0,5,1,light pink
31,Yes,Sales,16,4,1,Male,3,Sales Executive,Married,8161,No,3,10,1,0,0,2,pink
29,No,Research & Development,4,3,4,Female,1,Research Scientist,Divorced,2109,No,3,1,1,0,0,1,light pink
30,No,Research & Development,16,3,3,Male,2,Healthcare Representative,Married,5294,No,3,10,7,1,7,2,pink
32,No,Research & Development,5,4,2,Male,1,Research Scientist,Single,2718,No,3,12,7,0,7,1,light pink
38,No,Research & Development,18,3,2,Male,2,Healthcare Representative,Married,5811,Yes,3,15,1,1,0,2,pink
43,Yes,Research & Development,17,3,3,Male,1,Research Scientist,Married,2437,Yes,3,6,1,0,0,2,pink
42,No,Research & Development,12,3,2,Male,1,Laboratory Technician,Divorced,2766,No,4,7,5,0,4,1,light pink
55,No,Research & Development,2,3,3,Male,5,Research Director,Married,19038,No,3,34,1,0,0,0,beige
33,No,Research & Development,4,3,4,Male,2,Research Scientist,Divorced,3055,No,3,11,9,1,7,1,light pink
41,No,Research & Development,9,4,3,Male,1,Laboratory Technician,Divorced,2289,No,4,5,5,0,4,1,light pink
34,No,Sales,10,3,4,Male,2,Sales Executive,Divorced,4001,Yes,3,15,15,0,7,1,light pink
53,No,Research & Development,1,4,1,Female,4,Manufacturing Director,Married,12965,Yes,4,27,3,0,2,0,beige
43,No,Human Resources,2,3,2,Male,1,Human Resources,Single,3539,No,3,10,9,1,8,1,light pink
34,No,Sales,3,2,4,Female,2,Sales Executive,Single,6029,No,3,6,2,2,2,1,light pink
21,Yes,Sales,7,1,2,Male,1,Sales Representative,Single,2679,No,3,1,1,1,0,1,light pink
38,No,Research & Development,6,2,4,Female,1,Laboratory Technician,Married,3702,No,3,5,5,0,4,1,light pink
22,Yes,Research & Development,8,1,3,Female,1,Laboratory Technician,Married,2398,Yes,3,1,1,0,0,1,light pink
31,No,Sales,29,4,1,Female,2,Sales Executive,Married,5468,No,3,13,12,5,7,2,pink
51,No,Research & Development,3,3,1,Female,3,Manager,Married,13116,No,3,15,2,2,2,0,beige
37,No,Sales,9,2,2,Male,2,Sales Executive,Married,4189,No,3,5,5,0,3,1,light pink
46,No,Research & Development,2,4,3,Male,5,Research Director,Divorced,19328,Yes,3,24,2,2,2,0,beige
36,No,Research & Development,10,3,4,Male,3,Healthcare Representative,Married,8321,Yes,3,15,12,5,7,1,light pink
44,Yes,Research & Development,1,2,3,Male,1,Research Scientist,Divorced,2342,Yes,3,6,5,2,3,1,light pink
37,No,Human Resources,8,2,3,Male,2,Human Resources,Divorced,4071,No,3,19,10,4,7,1,light pink
35,Yes,Sales,27,3,3,Male,2,Sales Executive,Single,5813,Yes,3,10,10,7,7,2,pink
33,No,Research & Development,8,4,4,Male,1,Research Scientist,Married,3143,No,3,14,10,7,6,1,light pink
28,No,Research & Development,1,3,3,Male,1,Research Scientist,Married,2044,No,3,5,5,0,3,1,light pink
39,No,Research & Development,10,1,3,Male,3,Research Director,Single,13464,No,4,9,4,2,2,0,beige
46,No,Sales,26,2,2,Male,2,Sales Executive,Single,7991,No,3,6,2,2,2,2,pink
40,No,Research & Development,2,2,3,Female,1,Laboratory Technician,Married,3377,No,3,7,4,0,2,1,light pink
42,No,Research & Development,13,3,2,Male,2,Healthcare Representative,Married,5538,No,3,10,0,0,0,2,pink
35,No,Research & Development,2,2,2,Male,2,Manufacturing Director,Divorced,5762,No,3,15,7,1,7,1,light pink
38,No,Human Resources,2,3,1,Male,1,Human Resources,Divorced,2592,No,3,13,11,3,8,1,light pink
34,Yes,Research & Development,9,4,4,Male,2,Laboratory Technician,Married,5346,No,3,11,7,0,7,1,light pink
37,Yes,Research & Development,10,4,4,Male,2,Manufacturing Director,Single,4213,No,3,10,10,0,8,1,light pink
39,No,Sales,20,3,3,Male,2,Sales Executive,Divorced,4127,No,3,7,2,2,2,2,pink
43,No,Research & Development,9,3,1,Male,1,Research Scientist,Single,2438,No,3,7,3,1,2,1,light pink
41,No,Research & Development,5,3,2,Male,2,Healthcare Representative,Single,6870,No,3,11,3,1,2,1,light pink
41,No,Sales,4,1,3,Female,3,Sales Executive,Divorced,10447,Yes,3,23,22,13,5,3,purple
30,No,Research & Development,10,3,1,Female,3,Manufacturing Director,Single,9667,No,3,9,7,0,2,1,light pink
26,Yes,Human Resources,20,2,4,Female,1,Human Resources,Married,2148,Yes,3,6,5,1,4,2,pink
46,Yes,Research & Development,21,2,4,Female,2,Healthcare Representative,Married,8926,No,4,13,9,3,7,2,pink
40,No,Research & Development,1,3,3,Female,2,Healthcare Representative,Divorced,6513,No,3,12,5,0,3,1,light pink
34,No,Sales,8,2,2,Male,2,Sales Executive,Married,6799,No,4,10,10,4,8,1,light pink
58,No,Sales,2,3,2,Male,4,Manager,Divorced,16291,No,4,37,16,14,14,3,purple
35,No,Research & Development,23,4,2,Male,1,Laboratory Technician,Married,2705,No,3,6,5,0,3,2,pink
47,No,Research & Development,4,3,3,Female,3,Manufacturing Director,Divorced,10333,Yes,3,28,22,14,10,3,purple
40,No,Research & Development,12,3,2,Female,2,Healthcare Representative,Divorced,4448,No,3,15,7,7,7,1,light pink
54,No,Research & Development,7,4,4,Female,2,Research Scientist,Married,6854,No,3,14,7,1,7,0,beige
31,No,Sales,7,4,1,Female,3,Sales Executive,Married,9637,No,3,9,3,2,2,1,light pink
28,No,Research & Development,1,3,3,Female,1,Research Scientist,Married,3591,No,4,3,3,1,2,1,light pink
38,No,Sales,2,4,2,Female,2,Sales Representative,Married,5405,Yes,4,20,4,0,3,1,light pink
26,No,Sales,10,3,3,Male,2,Sales Executive,Single,4684,No,3,5,5,1,2,1,light pink
58,No,Research & Development,15,4,1,Male,4,Research Director,Married,15787,Yes,3,23,2,2,2,0,beige
18,No,Research & Development,14,3,2,Female,1,Research Scientist,Single,1514,No,3,0,0,0,0,1,light pink
31,Yes,Human Resources,18,5,4,Male,1,Human Resources,Married,2956,No,3,2,1,0,0,2,pink
